Order_ID,Customer_ID,Delivery_Date,Scheduled_Delivery,Distance_km,Delivery_Status,Region,Courier_Name,Fuel_Cost,Time_Taken_hr,Delivery_Delay_hr,Cost_per_km
ORD10203,CUST2203,2025-06-11,2025-06-10 23:00:00,264.96,On Time,East,CourierB,155.74,4.97,1.0,0.5877868357487923
ORD10204,CUST2204,2025-06-29,2025-06-28 21:00:00,355.98,On Time,West,CourierA,239.16,10.07,3.0,0.6718354963762009
ORD10205,CUST2205,2025-06-04,2025-06-03 23:00:00,57.9,On Time,East,CourierD,58.95,0.93,1.0,1.0181347150259068
ORD10206,CUST2206,2025-06-13,2025-06-12 20:00:00,285.82,On Time,South,CourierD,204.07,3.89,4.0,0.7139808270939753
ORD10207,CUST2207,2025-06-07,2025-06-06 23:00:00,132.0,On Time,South,CourierC,103.39,1.85,1.0,0.7832575757575757
ORD10208,CUST2208,2025-06-27,2025-06-26 21:00:00,481.65,On Time,East,CourierA,433.64,7.86,3.0,0.900321810443268
ORD10209,CUST2209,2025-06-19,2025-06-19 00:00:00,244.36,On Time,West,CourierB,320.57,7.24,0.0,1.3118759207726305
ORD10210,CUST2210,2025-06-22,2025-06-21 20:00:00,403.97,On Time,North,CourierB,207.58,11.34,4.0,0.5138500383691859
ORD10211,CUST2211,2025-06-28,2025-06-28 00:00:00,277.36,On Time,East,CourierB,318.79,8.54,0.0,1.1493726564753388
ORD10212,CUST2212,2025-06-02,2025-06-02 00:00:00,26.49,On Time,East,CourierA,30.96,0.62,0.0,1.1687429218573047
ORD10213,CUST2213,2025-06-10,2025-06-10 00:00:00,318.41,On Time,North,CourierB,413.5,8.66,0.0,1.2986401180867435
ORD10214,CUST2214,2025-06-13,2025-06-12 22:00:00,475.94,On Time,East,CourierB,681.9,11.07,2.0,1.4327436231457746
ORD10215,CUST2215,2025-06-30,2025-06-29 22:00:00,302.8,On Time,North,CourierB,157.5,6.15,2.0,0.5201453104359313
ORD10216,CUST2216,2025-06-25,2025-06-25 00:00:00,410.5,On Time,West,CourierC,268.38,5.32,0.0,0.6537880633373934
ORD10217,CUST2217,2025-06-21,2025-06-20 20:00:00,442.68,Delayed,South,CourierC,613.63,7.31,4.0,1.3861705972711664
ORD10218,CUST2218,2025-06-06,2025-06-05 21:00:00,117.9,On Time,West,CourierA,113.01,1.64,3.0,0.9585241730279899
ORD10219,CUST2219,2025-06-28,2025-06-27 21:00:00,109.96,Delayed,South,CourierA,117.06,1.68,3.0,1.0645689341578757
ORD10220,CUST2220,2025-06-28,2025-06-27 23:00:00,307.44,On Time,North,CourierB,357.56,8.63,1.0,1.163023679417122
ORD10221,CUST2221,2025-06-12,2025-06-11 20:00:00,208.46,On Time,South,CourierC,245.79,3.12,4.0,1.179075122325626
ORD10222,CUST2222,2025-06-12,2025-06-11 22:00:00,420.73,On Time,West,CourierD,602.38,9.62,2.0,1.43174957811423
ORD10223,CUST2223,2025-06-20,2025-06-20 00:00:00,450.51,On Time,South,CourierD,674.39,7.27,0.0,1.496947903487159
ORD10224,CUST2224,2025-06-30,2025-06-29 23:00:00,179.94,On Time,North,CourierB,219.56,3.82,1.0,1.2201845059464267
ORD10225,CUST2225,2025-06-30,2025-06-29 21:00:00,122.25,On Time,South,CourierB,96.24,1.53,3.0,0.7872392638036809
ORD10226,CUST2226,2025-06-11,2025-06-10 22:00:00,391.36,On Time,East,CourierC,539.98,9.06,2.0,1.3797526573998364
ORD10227,CUST2227,2025-06-26,2025-06-25 22:00:00,141.03,On Time,West,CourierC,77.46,3.21,2.0,0.5492448415230802
ORD10228,CUST2228,2025-06-23,2025-06-23 00:00:00,412.19,On Time,East,CourierC,301.34,5.39,0.0,0.7310706227710522
ORD10229,CUST2229,2025-06-28,2025-06-27 21:00:00,214.75,On Time,North,CourierA,300.09,6.88,3.0,1.3973923166472642
ORD10230,CUST2230,2025-06-25,2025-06-24 20:00:00,335.44,On Time,South,CourierA,253.66,5.17,4.0,0.7562008108752682
ORD10231,CUST2231,2025-06-07,2025-06-06 22:00:00,52.29,On Time,East,CourierB,37.68,0.79,2.0,0.7205966724039014
ORD10232,CUST2232,2025-06-30,2025-06-30 00:00:00,313.81,On Time,East,CourierA,200.25,4.37,0.0,0.6381249800834901
ORD10233,CUST2233,2025-06-01,2025-05-31 20:00:00,228.63,Delayed,South,CourierC,310.73,2.9,4.0,1.3590954817827932
ORD10234,CUST2234,2025-06-01,2025-05-31 21:00:00,295.37,On Time,South,CourierC,295.39,3.75,3.0,1.000067711683651
ORD10235,CUST2235,2025-06-25,2025-06-24 22:00:00,88.17,Delayed,West,CourierA,103.59,2.65,2.0,1.1748894181694454
ORD10236,CUST2236,2025-06-27,2025-06-26 20:00:00,369.75,On Time,East,CourierD,273.27,5.2,4.0,0.7390669371196754
ORD10237,CUST2237,2025-06-30,2025-06-29 20:00:00,432.08,On Time,East,CourierB,543.57,6.93,4.0,1.258030920199963
ORD10238,CUST2238,2025-06-25,2025-06-24 20:00:00,112.29,On Time,North,CourierD,141.49,1.8,4.0,1.2600409653575564
ORD10239,CUST2239,2025-06-20,2025-06-19 22:00:00,52.38,On Time,West,CourierB,42.56,1.44,2.0,0.8125238640702558
ORD10240,CUST2240,2025-06-13,2025-06-12 22:00:00,16.7,Delayed,North,CourierD,15.21,0.27,2.0,0.9107784431137725
ORD10241,CUST2241,2025-06-09,2025-06-08 23:00:00,322.78,On Time,East,CourierA,229.07,4.08,1.0,0.7096784187372205
ORD10242,CUST2242,2025-06-03,2025-06-02 21:00:00,305.51,On Time,North,CourierB,451.1,4.04,3.0,1.4765474125233218
ORD10243,CUST2243,2025-06-07,2025-06-07 00:00:00,275.62,On Time,East,CourierB,315.75,5.3,0.0,1.145599013134025
ORD10244,CUST2244,2025-06-06,2025-06-05 20:00:00,119.81,On Time,East,CourierB,171.87,3.74,4.0,1.434521325431934
ORD10245,CUST2245,2025-06-08,2025-06-07 23:00:00,198.5,Delayed,North,CourierC,159.47,4.13,1.0,0.803375314861461
ORD10246,CUST2246,2025-06-27,2025-06-27 00:00:00,299.27,On Time,North,CourierC,383.63,4.2,0.0,1.2818859224112007
ORD10247,CUST2247,2025-06-09,2025-06-08 23:00:00,250.9,On Time,South,CourierD,317.6,3.86,1.0,1.2658429653248306
ORD10248,CUST2248,2025-06-30,2025-06-29 22:00:00,493.95,On Time,South,CourierA,588.62,9.33,2.0,1.1916590748051423
ORD10249,CUST2249,2025-06-05,2025-06-04 20:00:00,72.54,On Time,South,CourierC,106.32,2.21,4.0,1.465674110835401
ORD10250,CUST2250,2025-06-01,2025-06-01 00:00:00,349.1,On Time,East,CourierB,311.94,6.8,0.0,0.8935548553423087
ORD10251,CUST2251,2025-06-19,2025-06-19 00:00:00,205.14,On Time,North,CourierC,129.39,3.84,0.0,0.630739982451009
ORD10252,CUST2252,2025-06-10,2025-06-10 00:00:00,216.96,On Time,West,CourierA,254.21,2.84,0.0,1.1716906342182891
ORD10253,CUST2253,2025-06-12,2025-06-12 00:00:00,360.21,On Time,East,CourierC,442.81,5.8,0.0,1.2293106798811806
ORD10254,CUST2254,2025-06-24,2025-06-24 00:00:00,347.76,On Time,West,CourierB,373.86,7.63,0.0,1.0750517598343685
ORD10255,CUST2255,2025-06-15,2025-06-14 23:00:00,495.67,On Time,North,CourierD,350.35,8.81,1.0,0.7068210704702725
ORD10256,CUST2256,2025-06-27,2025-06-26 20:00:00,68.56,On Time,East,CourierB,68.87,2.06,4.0,1.0045215869311552
ORD10257,CUST2257,2025-06-22,2025-06-21 22:00:00,56.53,On Time,West,CourierA,45.91,0.72,2.0,0.8121351494781531
ORD10258,CUST2258,2025-06-24,2025-06-23 22:00:00,363.55,On Time,West,CourierD,337.18,7.57,2.0,0.927465273002338
ORD10259,CUST2259,2025-06-09,2025-06-08 22:00:00,291.3,On Time,South,CourierC,333.6,5.41,2.0,1.145211122554068
ORD10260,CUST2260,2025-06-20,2025-06-19 22:00:00,140.71,On Time,South,CourierC,175.21,2.95,2.0,1.245185132542108
ORD10261,CUST2261,2025-06-17,2025-06-16 23:00:00,44.31,On Time,South,CourierC,32.44,0.69,1.0,0.7321146468065899
ORD10262,CUST2262,2025-06-30,2025-06-29 21:00:00,47.4,On Time,East,CourierD,42.91,0.75,3.0,0.9052742616033754
ORD10263,CUST2263,2025-06-17,2025-06-16 20:00:00,447.62,On Time,North,CourierB,344.29,6.81,4.0,0.7691568741343104
ORD10264,CUST2264,2025-06-26,2025-06-26 00:00:00,99.97,On Time,North,CourierD,69.84,2.3,0.0,0.6986095828748625
ORD10265,CUST2265,2025-06-20,2025-06-19 21:00:00,165.07,On Time,South,CourierD,211.85,3.61,3.0,1.2833949233658448
ORD10266,CUST2266,2025-06-12,2025-06-11 22:00:00,117.19,On Time,South,CourierA,165.15,3.23,2.0,1.4092499360013653
ORD10267,CUST2267,2025-06-30,2025-06-29 21:00:00,180.72,On Time,South,CourierD,157.27,2.88,3.0,0.8702412571934485
ORD10268,CUST2268,2025-06-07,2025-06-06 20:00:00,39.36,On Time,West,CourierC,49.25,1.23,4.0,1.251270325203252
ORD10269,CUST2269,2025-06-02,2025-06-02 00:00:00,261.93,On Time,South,CourierB,365.91,4.37,0.0,1.3969762913755583
ORD10270,CUST2270,2025-06-03,2025-06-03 00:00:00,38.47,On Time,West,CourierB,51.79,0.52,0.0,1.3462438263582013
ORD10271,CUST2271,2025-06-17,2025-06-16 20:00:00,401.18,On Time,North,CourierB,273.93,5.38,4.0,0.68281070841019
ORD10272,CUST2272,2025-06-05,2025-06-04 20:00:00,120.69,On Time,East,CourierC,175.76,2.3,4.0,1.4562929820200514
ORD10273,CUST2273,2025-06-17,2025-06-16 22:00:00,272.31,On Time,East,CourierC,238.73,5.14,2.0,0.876684660864456
ORD10274,CUST2274,2025-06-24,2025-06-24 00:00:00,440.64,On Time,East,CourierC,369.8,13.02,0.0,0.8392338416848222
ORD10275,CUST2275,2025-06-17,2025-06-16 21:00:00,327.18,On Time,East,CourierC,184.02,5.15,3.0,0.5624426920960939
ORD10276,CUST2276,2025-06-27,2025-06-26 23:00:00,268.81,On Time,West,CourierC,265.09,3.78,1.0,0.9861612291209403
ORD10277,CUST2277,2025-06-17,2025-06-16 23:00:00,165.55,On Time,West,CourierD,100.82,3.92,1.0,0.6090003020235577
ORD10278,CUST2278,2025-06-02,2025-06-01 20:00:00,169.84,On Time,South,CourierC,127.13,3.33,4.0,0.7485280263777673
ORD10279,CUST2279,2025-06-02,2025-06-01 22:00:00,336.4,On Time,West,CourierC,274.82,4.68,2.0,0.8169441141498217
ORD10280,CUST2280,2025-06-28,2025-06-27 23:00:00,497.1,On Time,South,CourierC,650.62,6.73,1.0,1.3088312210822772
ORD10281,CUST2281,2025-06-22,2025-06-22 00:00:00,332.61,On Time,South,CourierC,457.5,7.89,0.0,1.3754848020203843
ORD10282,CUST2282,2025-06-23,2025-06-22 20:00:00,281.1,On Time,East,CourierB,225.57,4.89,4.0,0.8024546424759871
ORD10283,CUST2283,2025-06-05,2025-06-04 21:00:00,366.67,On Time,West,CourierC,498.19,9.25,3.0,1.3586876482941064
ORD10284,CUST2284,2025-06-01,2025-05-31 20:00:00,235.28,On Time,West,CourierD,319.33,6.7,4.0,1.357233934036042
ORD10285,CUST2285,2025-06-01,2025-05-31 21:00:00,34.77,Delayed,South,CourierD,43.97,0.46,3.0,1.264595916019557
ORD10286,CUST2286,2025-06-19,2025-06-18 20:00:00,283.34,On Time,South,CourierD,183.23,3.99,4.0,0.6466789016729019
ORD10287,CUST2287,2025-06-30,2025-06-29 20:00:00,479.02,Delayed,North,CourierA,570.19,7.04,4.0,1.1903260824182709
ORD10288,CUST2288,2025-06-02,2025-06-01 20:00:00,91.77,On Time,North,CourierB,132.61,2.83,4.0,1.4450256074970036
ORD10289,CUST2289,2025-06-21,2025-06-20 21:00:00,346.55,Delayed,South,CourierC,409.81,4.8,3.0,1.182542201702496
ORD10290,CUST2290,2025-06-12,2025-06-11 21:00:00,104.46,On Time,North,CourierA,86.87,2.01,3.0,0.8316101857170209
ORD10291,CUST2291,2025-06-26,2025-06-25 20:00:00,270.23,On Time,North,CourierC,270.39,5.73,4.0,1.0005920882211448
ORD10292,CUST2292,2025-06-06,2025-06-05 23:00:00,52.85,On Time,South,CourierA,60.55,0.92,1.0,1.1456953642384105
ORD10293,CUST2293,2025-06-23,2025-06-22 22:00:00,227.93,On Time,South,CourierA,230.34,6.59,2.0,1.0105734216645461
ORD10294,CUST2294,2025-06-04,2025-06-03 22:00:00,379.3,On Time,West,CourierD,235.15,5.59,2.0,0.6199578170313735
ORD10295,CUST2295,2025-06-23,2025-06-22 22:00:00,177.05,On Time,South,CourierD,143.78,2.99,2.0,0.8120869810787913
ORD10296,CUST2296,2025-06-11,2025-06-10 21:00:00,334.13,On Time,South,CourierA,435.17,8.5,3.0,1.302397270523449
ORD10297,CUST2297,2025-06-24,2025-06-23 21:00:00,398.75,On Time,East,CourierD,542.87,10.12,3.0,1.3614294670846394
ORD10298,CUST2298,2025-06-27,2025-06-26 23:00:00,463.95,On Time,West,CourierA,295.68,11.83,1.0,0.6373100549628193
ORD10299,CUST2299,2025-06-17,2025-06-16 22:00:00,121.15,On Time,West,CourierB,175.96,3.69,2.0,1.4524143623607098
ORD10300,CUST2300,2025-06-06,2025-06-05 22:00:00,202.66,Delayed,West,CourierD,167.97,3.41,2.0,0.8288266061383598
ORD10301,CUST2301,2025-06-24,2025-06-23 20:00:00,80.45,On Time,East,CourierD,93.51,1.12,4.0,1.1623368551895588
ORD10302,CUST2302,2025-06-05,2025-06-04 21:00:00,496.28,Delayed,South,CourierD,621.26,16.07,3.0,1.2518336422987024
ORD10303,CUST2303,2025-06-20,2025-06-19 22:00:00,463.87,On Time,West,CourierB,608.57,14.29,2.0,1.3119408454955053
ORD10304,CUST2304,2025-06-02,2025-06-01 23:00:00,272.28,On Time,West,CourierA,393.65,4.64,1.0,1.445754370500955
ORD10305,CUST2305,2025-06-06,2025-06-05 23:00:00,421.81,On Time,North,CourierC,342.9,5.94,1.0,0.8129252507052938
ORD10306,CUST2306,2025-06-22,2025-06-21 22:00:00,262.87,On Time,West,CourierD,357.11,5.67,2.0,1.3585042035987371
ORD10307,CUST2307,2025-06-11,2025-06-10 21:00:00,313.67,On Time,South,CourierA,198.14,6.61,3.0,0.6316829789268976
ORD10308,CUST2308,2025-06-16,2025-06-15 23:00:00,49.12,On Time,South,CourierB,59.19,0.82,1.0,1.2050081433224755
ORD10309,CUST2309,2025-06-16,2025-06-15 20:00:00,378.86,On Time,North,CourierC,470.54,8.67,4.0,1.2419891252705484
ORD10310,CUST2310,2025-06-01,2025-05-31 23:00:00,68.22,Delayed,West,CourierD,80.34,2.18,1.0,1.177660510114336
ORD10311,CUST2311,2025-06-09,2025-06-09 00:00:00,413.9,On Time,West,CourierB,311.38,6.2,0.0,0.7523073206088428
ORD10312,CUST2312,2025-06-28,2025-06-28 00:00:00,392.1,On Time,West,CourierB,538.37,6.4,0.0,1.3730425911757205
ORD10313,CUST2313,2025-06-27,2025-06-26 21:00:00,355.83,On Time,East,CourierC,238.0,6.03,3.0,0.6688587246718939
ORD10314,CUST2314,2025-06-06,2025-06-05 22:00:00,22.9,On Time,West,CourierA,12.68,0.34,2.0,0.5537117903930131
ORD10315,CUST2315,2025-06-16,2025-06-15 21:00:00,155.05,On Time,South,CourierD,188.77,2.43,3.0,1.21747823282812
ORD10316,CUST2316,2025-06-29,2025-06-28 21:00:00,135.24,On Time,South,CourierD,131.92,3.36,3.0,0.9754510499852114
ORD10317,CUST2317,2025-06-03,2025-06-02 21:00:00,183.27,On Time,East,CourierA,247.25,3.85,3.0,1.3491024171986685
ORD10318,CUST2318,2025-06-20,2025-06-19 21:00:00,48.38,On Time,East,CourierA,42.74,1.33,3.0,0.8834229020256305
ORD10319,CUST2319,2025-06-28,2025-06-27 20:00:00,468.79,On Time,West,CourierA,313.28,12.85,4.0,0.6682736406493311
ORD10320,CUST2320,2025-06-27,2025-06-26 20:00:00,279.13,On Time,North,CourierC,373.04,4.37,4.0,1.3364382187511197
ORD10321,CUST2321,2025-06-04,2025-06-03 23:00:00,156.23,Delayed,East,CourierC,163.87,2.14,1.0,1.0489022594892148
ORD10322,CUST2322,2025-06-19,2025-06-19 00:00:00,201.51,On Time,East,CourierD,138.88,2.58,0.0,0.6891965659272493
ORD10323,CUST2323,2025-06-26,2025-06-25 21:00:00,226.37,On Time,West,CourierC,276.26,3.69,3.0,1.2203913946194282
ORD10324,CUST2324,2025-06-03,2025-06-02 23:00:00,302.29,On Time,West,CourierB,305.65,7.71,1.0,1.0111151543220085
ORD10325,CUST2325,2025-06-19,2025-06-19 00:00:00,260.26,Delayed,East,CourierD,287.41,7.38,0.0,1.104318758164912
ORD10326,CUST2326,2025-06-20,2025-06-19 22:00:00,460.1,On Time,North,CourierC,442.11,6.51,2.0,0.9608998043903499
ORD10327,CUST2327,2025-06-07,2025-06-06 20:00:00,251.0,On Time,East,CourierA,333.51,4.26,4.0,1.3287250996015936
ORD10328,CUST2328,2025-06-20,2025-06-20 00:00:00,496.12,On Time,West,CourierB,659.62,8.14,0.0,1.329557365153592
ORD10329,CUST2329,2025-06-09,2025-06-08 22:00:00,426.46,On Time,West,CourierA,515.76,6.17,2.0,1.209398302302678
ORD10330,CUST2330,2025-06-01,2025-06-01 00:00:00,108.21,On Time,East,CourierD,65.51,1.66,0.0,0.605396913409112
ORD10331,CUST2331,2025-06-08,2025-06-07 20:00:00,465.64,On Time,North,CourierA,623.42,6.49,4.0,1.3388454600120263
ORD10332,CUST2332,2025-06-07,2025-06-06 20:00:00,62.6,On Time,East,CourierC,73.31,1.91,4.0,1.1710862619808307
ORD10333,CUST2333,2025-06-18,2025-06-17 23:00:00,409.64,On Time,East,CourierC,490.35,6.08,1.0,1.1970266575529733
ORD10334,CUST2334,2025-06-08,2025-06-07 21:00:00,193.41,On Time,West,CourierD,166.91,2.67,3.0,0.8629853678713614
ORD10335,CUST2335,2025-06-01,2025-06-01 00:00:00,439.6,On Time,North,CourierA,606.33,9.92,0.0,1.3792766151046405
ORD10336,CUST2336,2025-06-11,2025-06-11 00:00:00,434.69,On Time,South,CourierD,532.66,7.01,0.0,1.2253790057282201
ORD10337,CUST2337,2025-06-28,2025-06-27 22:00:00,403.93,On Time,North,CourierA,247.44,8.84,2.0,0.6125813878642339
ORD10338,CUST2338,2025-06-25,2025-06-24 20:00:00,396.07,Delayed,East,CourierB,359.54,5.08,4.0,0.9077688287423941
ORD10339,CUST2339,2025-06-25,2025-06-25 00:00:00,155.82,On Time,East,CourierC,216.03,4.92,0.0,1.3864073931459377
ORD10340,CUST2340,2025-06-18,2025-06-17 20:00:00,45.06,On Time,East,CourierD,24.66,0.76,4.0,0.5472703062583222
ORD10341,CUST2341,2025-06-23,2025-06-23 00:00:00,204.48,On Time,North,CourierB,298.83,5.34,0.0,1.4614143192488263
ORD10342,CUST2342,2025-06-30,2025-06-29 23:00:00,90.89,On Time,West,CourierB,107.17,1.39,1.0,1.1791176146990867
ORD10343,CUST2343,2025-06-10,2025-06-09 21:00:00,349.0,On Time,East,CourierD,394.85,9.0,3.0,1.1313753581661892
ORD10344,CUST2344,2025-06-03,2025-06-03 00:00:00,176.32,On Time,East,CourierD,135.87,4.22,0.0,0.7705875680580763
ORD10345,CUST2345,2025-06-07,2025-06-06 20:00:00,487.93,On Time,North,CourierB,365.36,8.92,4.0,0.7487959338429693
ORD10346,CUST2346,2025-06-28,2025-06-27 23:00:00,322.28,On Time,South,CourierA,464.75,4.25,1.0,1.4420690083157504
ORD10347,CUST2347,2025-06-16,2025-06-16 00:00:00,412.13,On Time,South,CourierB,328.99,10.15,0.0,0.798267536942227
ORD10348,CUST2348,2025-06-26,2025-06-25 22:00:00,70.6,On Time,West,CourierD,90.05,1.9,2.0,1.2754957507082154
ORD10349,CUST2349,2025-06-16,2025-06-15 21:00:00,431.7,On Time,West,CourierB,385.56,6.35,3.0,0.8931202223766505
ORD10350,CUST2350,2025-06-25,2025-06-25 00:00:00,461.76,On Time,East,CourierA,295.18,8.39,0.0,0.6392498267498268
ORD10351,CUST2351,2025-06-20,2025-06-19 23:00:00,246.1,On Time,North,CourierC,125.69,3.26,1.0,0.5107273466070703
ORD10352,CUST2352,2025-06-28,2025-06-27 22:00:00,305.1,On Time,East,CourierC,318.6,8.17,2.0,1.0442477876106195
ORD10353,CUST2353,2025-06-17,2025-06-16 23:00:00,383.58,On Time,West,CourierB,566.08,6.16,1.0,1.4757808019187655
ORD10354,CUST2354,2025-06-02,2025-06-01 23:00:00,91.55,On Time,North,CourierA,79.57,2.2,1.0,0.8691425450573457
ORD10355,CUST2355,2025-06-01,2025-05-31 22:00:00,253.77,On Time,North,CourierC,217.53,6.71,2.0,0.8571935216928714
ORD10356,CUST2356,2025-06-16,2025-06-15 23:00:00,202.34,On Time,West,CourierB,170.79,3.15,1.0,0.8440743303350795
ORD10357,CUST2357,2025-06-30,2025-06-29 22:00:00,77.46,On Time,South,CourierB,79.05,1.3,2.0,1.0205267234701783
ORD10358,CUST2358,2025-06-12,2025-06-12 00:00:00,186.93,Delayed,South,CourierA,175.84,2.76,0.0,0.9406729791900711
ORD10359,CUST2359,2025-06-05,2025-06-04 22:00:00,38.75,On Time,North,CourierD,53.47,0.85,2.0,1.3798709677419354
ORD10360,CUST2360,2025-06-05,2025-06-04 22:00:00,17.78,On Time,East,CourierB,17.88,0.34,2.0,1.0056242969628795
ORD10361,CUST2361,2025-06-27,2025-06-26 21:00:00,71.91,On Time,South,CourierD,72.47,1.43,3.0,1.0077875121679878
ORD10362,CUST2362,2025-06-23,2025-06-22 22:00:00,481.74,On Time,East,CourierD,307.53,6.08,2.0,0.6383733964379125
ORD10363,CUST2363,2025-06-09,2025-06-08 22:00:00,277.02,On Time,South,CourierC,410.75,6.21,2.0,1.4827449281640315
ORD10364,CUST2364,2025-06-09,2025-06-09 00:00:00,483.08,On Time,South,CourierD,362.3,10.8,0.0,0.7499792994949077
ORD10365,CUST2365,2025-06-03,2025-06-02 21:00:00,219.09,Delayed,East,CourierA,125.62,4.59,3.0,0.5733716737413849
ORD10366,CUST2366,2025-06-19,2025-06-18 20:00:00,159.35,On Time,West,CourierC,185.35,2.74,4.0,1.1631628490743646
ORD10367,CUST2367,2025-06-16,2025-06-16 00:00:00,255.54,On Time,South,CourierC,279.91,6.0,0.0,1.0953666744932302
ORD10368,CUST2368,2025-06-16,2025-06-16 00:00:00,222.56,On Time,South,CourierC,203.67,2.94,0.0,0.9151240115025161
ORD10369,CUST2369,2025-06-03,2025-06-02 20:00:00,57.3,On Time,East,CourierB,52.84,1.32,4.0,0.9221640488656196
ORD10370,CUST2370,2025-06-20,2025-06-19 22:00:00,322.21,On Time,West,CourierB,414.06,4.31,2.0,1.2850625368548463
ORD10371,CUST2371,2025-06-24,2025-06-23 23:00:00,111.94,On Time,South,CourierD,77.88,3.18,1.0,0.6957298552796141
ORD10372,CUST2372,2025-06-22,2025-06-21 21:00:00,311.7,On Time,South,CourierC,411.52,4.96,3.0,1.3202438241899261
ORD10373,CUST2373,2025-06-24,2025-06-23 23:00:00,326.85,On Time,West,CourierC,375.47,4.34,1.0,1.148753250726633
ORD10374,CUST2374,2025-06-01,2025-05-31 20:00:00,80.25,On Time,South,CourierA,73.75,2.09,4.0,0.9190031152647975
ORD10375,CUST2375,2025-06-24,2025-06-24 00:00:00,35.37,On Time,West,CourierD,33.89,0.45,0.0,0.9581566299123552
ORD10376,CUST2376,2025-06-20,2025-06-20 00:00:00,391.48,On Time,West,CourierA,296.21,7.44,0.0,0.7566414631654235
ORD10377,CUST2377,2025-06-11,2025-06-10 21:00:00,232.6,On Time,East,CourierD,291.24,3.01,3.0,1.2521066208082545
ORD10378,CUST2378,2025-06-17,2025-06-17 00:00:00,33.79,On Time,North,CourierD,34.23,0.53,0.0,1.0130216040248594
ORD10379,CUST2379,2025-06-08,2025-06-08 00:00:00,497.46,On Time,West,CourierB,408.34,11.04,0.0,0.8208499175813131
ORD10380,CUST2380,2025-06-04,2025-06-03 21:00:00,33.6,On Time,East,CourierB,36.83,0.85,3.0,1.0961309523809524
ORD10381,CUST2381,2025-06-06,2025-06-05 21:00:00,349.04,Delayed,North,CourierA,522.07,7.72,3.0,1.4957311482924593
ORD10382,CUST2382,2025-06-08,2025-06-07 20:00:00,491.92,On Time,South,CourierD,460.07,14.2,4.0,0.9352536997885834
ORD10383,CUST2383,2025-06-20,2025-06-20 00:00:00,123.39,On Time,North,CourierC,175.3,3.32,0.0,1.4206985979414863
ORD10384,CUST2384,2025-06-30,2025-06-30 00:00:00,75.41,Delayed,West,CourierB,63.72,2.14,0.0,0.8449807717809309
ORD10385,CUST2385,2025-06-03,2025-06-02 20:00:00,65.09,On Time,West,CourierC,36.11,1.27,4.0,0.5547703180212014
ORD10386,CUST2386,2025-06-16,2025-06-15 22:00:00,155.12,On Time,West,CourierA,109.24,2.22,2.0,0.7042289840123774
ORD10387,CUST2387,2025-06-30,2025-06-29 22:00:00,55.02,On Time,West,CourierB,50.55,1.48,2.0,0.9187568157033805
ORD10388,CUST2388,2025-06-25,2025-06-24 22:00:00,347.62,On Time,West,CourierB,250.16,9.52,2.0,0.7196363845578505
ORD10389,CUST2389,2025-06-03,2025-06-02 20:00:00,35.83,On Time,East,CourierD,17.92,0.58,4.0,0.5001395478649178
ORD10390,CUST2390,2025-06-25,2025-06-25 00:00:00,257.16,On Time,West,CourierA,363.88,6.45,0.0,1.4149945559184942
ORD10391,CUST2391,2025-06-29,2025-06-28 20:00:00,498.36,On Time,East,CourierD,669.74,14.29,4.0,1.343887952484148
ORD10392,CUST2392,2025-06-18,2025-06-17 20:00:00,407.92,On Time,South,CourierB,506.76,10.64,4.0,1.2423024122376936
ORD10393,CUST2393,2025-06-14,2025-06-13 22:00:00,309.53,On Time,West,CourierA,206.71,4.06,2.0,0.6678189513132815
ORD10394,CUST2394,2025-06-18,2025-06-17 23:00:00,156.6,On Time,West,CourierB,97.15,2.2,1.0,0.6203703703703705
ORD10395,CUST2395,2025-06-02,2025-06-02 00:00:00,313.83,On Time,North,CourierA,178.13,6.58,0.0,0.5676002931523436
ORD10396,CUST2396,2025-06-22,2025-06-21 22:00:00,265.89,On Time,South,CourierB,325.46,4.23,2.0,1.2240400165481966
ORD10397,CUST2397,2025-06-03,2025-06-02 23:00:00,215.91,Delayed,West,CourierC,308.49,3.8,1.0,1.4287897735167432
ORD10398,CUST2398,2025-06-16,2025-06-15 23:00:00,69.7,Delayed,West,CourierC,64.86,1.09,1.0,0.9305595408895265
ORD10399,CUST2399,2025-06-29,2025-06-28 21:00:00,443.87,On Time,South,CourierD,274.82,6.92,3.0,0.619145245229459
ORD10400,CUST2400,2025-06-09,2025-06-09 00:00:00,227.64,Delayed,East,CourierC,230.46,3.71,0.0,1.0123879810226675
ORD10401,CUST2401,2025-06-04,2025-06-03 23:00:00,101.34,On Time,West,CourierB,86.02,2.34,1.0,0.8488257351490033
ORD10402,CUST2402,2025-06-01,2025-05-31 22:00:00,187.04,Delayed,North,CourierB,163.63,5.85,2.0,0.8748396065012831
ORD10403,CUST2403,2025-06-04,2025-06-03 21:00:00,209.99,On Time,West,CourierC,235.47,3.98,3.0,1.1213391113862565
ORD10404,CUST2404,2025-06-01,2025-06-01 00:00:00,414.63,On Time,North,CourierD,505.32,5.56,0.0,1.218725128427755
ORD10405,CUST2405,2025-06-14,2025-06-13 20:00:00,368.14,On Time,North,CourierC,224.79,6.3,4.0,0.6106100939859836
ORD10406,CUST2406,2025-06-21,2025-06-20 22:00:00,385.81,On Time,West,CourierA,206.64,5.39,2.0,0.5356004250797024
